zone,zone_new,farming_system,aez,year,season_year,hhid,plotid,subplotid,subplotsize_ha,subplot_own,subplot_manager,plotdist_min,crop,gyga_cz,gyga_gdd,gyga_tseas,seed_kgha,variety,gyga_ai,gyga_av_water,soil_depth,soil_slope,waterlogging_yn,drought_yn,soilwatercons_yn,oxplough_freq,oxplough_freq_cat,soil_fertility,nfert_kgha,pfert_kgha,manure_yn,residues_yn,previous_crop,herb_lha,handweeding_persdayha,weeding_freq,weeding_freq_cat,pesticide_yn,disease_incidence_yn,pest_incidence_yn,yield_tha
NORTH  WOLLO,N WOLLO,6. Highland mixed farming system,SM2,2009,Meher_2009,766,1,1,0.0625,Owned,Both,0,Wheat_br,7201,5524.86,1143,224,Galama,5873.05,10,Shallow,Flat,No,No,Yes,2,<Two,Good,47.616,3.211904,Yes,Yes,Cereal,0,128,2,Two,No,Yes,No,4
NORTH  WOLLO,N WOLLO,6. Highland mixed farming system,SM2,2009,Meher_2009,781,1,1,0.25,Owned,Both,0,Wheat_br,7201,4874.44,1149,,Galama,7806.67,9,Deep,Flat,No,No,No,4,Four,Good,64.6,20.0744,Yes,No,Legume,0,180,3,Three+,No,No,No,2.4
NORTH  WOLLO,N WOLLO,6. Highland mixed farming system,SM2,2009,Meher_2009,782,3,1,0.125,Owned,Both,0,Wheat_br,7201,4874.44,1149,,Galama,7806.67,9,Deep,Flat,No,No,No,3,Three,Good,21.6,24.08928,Yes,No,Cereal,0,40,2,Two,No,No,No,1.6
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,245,6,1,0.25,Owned,Both,13,Wheat_br,6601,5516.68,1056,220,ET13A2,8899.06,7,Deep,Flat,No,No,No,6,>Five,Medium,64.6,20.0744,No,Yes,Cereal,0,24,1,One,No,No,No,2.4
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,245,7,1,0.375,Rented-in,Both,17,Wheat_br,6601,5516.68,1056,213.3333333,ET13A2,8899.06,7,Deep,Flat,No,No,No,6,>Five,Medium,55.06666667,26.76586667,No,Yes,Cereal,0.426666667,0,0,None,No,No,No,1.866666667
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,246,6,1,0.25,Owned,Both,41,Wheat_br,6601,5516.68,1036,220,Landrace,8899.06,8,Deep,Flat,No,No,No,4,Four,Medium,64.6,20.0744,No,Yes,Cereal,0.64,0,0,None,No,No,No,1.6
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,247,2,2,0.25,Owned,Both,2,Wheat_br,6601,5516.68,1036,,ET13A2,8899.06,8,Medium,Medium,No,No,Yes,4,Four,Medium,64.6,20.0744,Yes,No,Other,0,32,1,One,No,No,No,1.8
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,249,5,1,0.125,Owned,Both,25,Wheat_br,6601,5516.68,1036,,Kenya,8899.06,8,Shallow,Flat,No,No,Yes,4,Four,Medium,129.2,40.1488,No,No,Cereal,1.28,64,1,One,No,No,No,2.4
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,249,1,2,0.75,Owned,Both,1,Wheat_br,6601,5516.68,1036,,Landrace,8899.06,8,Shallow,Flat,No,No,No,4,Four,Medium,55.98666667,17.39781333,No,No,Cereal,0.64,40,1,One,No,No,No,2
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,250,2,1,0.5,Owned,Both,1,Wheat_br,6601,5516.68,1036,62,Kubsa,8899.06,8,Deep,Flat,No,No,Yes,8,>Five,Medium,64.6,20.0744,No,Yes,Cereal,0,30,2,Two,No,No,No,2
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,250,4,1,0.25,Owned,Both,3,Wheat_br,6601,5516.68,1036,216,Galama,8899.06,8,Deep,Flat,No,No,No,5,>Five,Medium,64.6,20.0744,No,Yes,Cereal,0,32,1,One,No,No,No,1.6
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,251,4,1,0.25,Owned,Both,5,Wheat_br,6601,5516.68,1036,212,Galama,8899.06,8,Medium,Flat,No,No,No,5,>Five,Medium,38.76,12.04464,No,No,Cereal,0.64,8,1,One,No,No,No,1.6
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,252,1,3,0.25,Owned,Both,0,Wheat_br,6601,5516.68,1056,212,Galama,8899.06,7,Deep,Flat,No,No,Yes,5,>Five,Medium,64.6,20.0744,No,Yes,Cereal,0.64,0,0,None,No,No,No,4
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,254,2,3,0.125,Owned,Both,15,Wheat_br,6601,5516.68,1036,,Landrace,8899.06,8,Deep,Flat,No,No,No,4,Four,Medium,129.2,40.1488,No,No,Cereal,0.64,16,1,One,No,No,No,2.8
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,254,1,1,0.25,Owned,Both,0,Wheat_br,6601,5516.68,1036,,Landrace,8899.06,8,Deep,Flat,No,No,No,4,Four,Medium,46.512,14.453568,Yes,No,Cereal,0.64,8,1,One,No,No,No,2.4
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,255,5,1,0.5,Rented-in,Both,10,Wheat_br,6601,5516.68,1036,,Kubsa,8899.06,8,Medium,Medium,No,No,No,5,>Five,Medium,64.6,20.0744,No,No,Cereal,0.64,12,2,Two,No,Yes,No,1
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,256,3,1,0.25,Owned,Both,10,Wheat_br,6601,5516.68,1056,,Landrace,8899.06,7,Deep,Flat,No,No,No,3,Three,Medium,64.6,20.0744,No,No,Cereal,0.64,8,2,Two,No,No,No,1.8
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,257,4,1,0.25,Owned,Both,5,Wheat_br,6601,5516.68,1036,,Kubsa,8899.06,8,Deep,Flat,No,No,Yes,5,>Five,Medium,83.24,20.0744,No,No,Cereal,0.52,27.2,1,One,No,No,No,2.2
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,257,2,1,0.0625,Owned,Both,2,Wheat_br,6601,5516.68,1036,,Landrace,8899.06,8,Deep,Flat,No,No,Yes,5,>Five,Medium,57.44,22.483328,No,No,Cereal,0,36.8,1,One,No,No,No,4
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,258,1,3,0.125,Owned,Both,0,Wheat_br,6601,5516.68,1056,,Galama,8899.06,7,Deep,Flat,No,No,Yes,5,>Five,Medium,36.176,11.241664,Yes,No,Cereal,1.04,54,1,One,No,No,No,1.2
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,258,1,2,0.25,Owned,Both,0,Wheat_br,6601,5516.68,1056,,Kubsa,8899.06,7,Deep,Flat,No,No,Yes,5,>Five,Medium,25.84,8.02976,Yes,No,Cereal,0.8,54,1,One,No,No,No,1.2
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,383,4,1,0.5,Rented-in,Both,70,Wheat_br,6601,6086.21,1340,200,Kubsa,8081.38,8,Deep,Medium,No,No,Yes,5,>Five,Medium,82.6,40.1488,No,No,Cereal,0,24,2,Two,No,No,No,1.8
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,388,5,1,0.1875,Owned,Both,50,Wheat_br,6601,6086.21,1340,234.6666667,Kubsa,8081.38,8,Deep,Flat,No,No,No,7,>Five,Medium,110.1333333,53.53173333,No,No,Cereal,0,74.66666667,2,Two,No,No,No,3.2
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,389,2,1,0.5,Owned,Both,5,Wheat_br,6601,6086.21,1340,166,Kubsa,8081.38,7,Medium,Medium,No,No,Yes,5,>Five,Medium,16.15,5.0186,No,No,Legume,0,10,1,One,No,No,No,1.8
EAST   GOJAM,E GOJAM,6. Highland mixed farming system,M2,2009,Meher_2009,392,2,1,0.125,Owned,Both,3,Wheat_br,6601,6086.21,1340,520,Kubsa,8081.38,7,Medium,Medium,No,No,Yes,5,>Five,Medium,387.6,120.4464,No,Yes,Cereal,2.56,120,1,One,No,No,No,5.6
